name	midi	time	velocity	duration
G#3	56	48.0125	0.527559055	0.090625
D#6	87	48.015625	0.551181102	0.0640625
F4	65	48.0203125	0.464566929	0.046875
D5	74	48.1046875	0.614173228	0.0328125
D#6	87	48.2171875	0.653543307	0.0828125
G4	67	48.2234375	0.62992126	0.053125
A#3	58	48.225	0.566929134	0.08125
C#5	73	48.3109375	0.598425197	0.0671875
D#6	87	48.4328125	0.57480315	0.065625
G4	67	48.4375	0.57480315	0.0359375
A#3	58	48.440625	0.503937008	0.03515625
C#5	73	48.51875	0.566929134	0.04375
G#4	68	48.6296875	0.590551181	0.0375
D#6	87	48.6328125	0.606299213	0.028125
B3	59	48.6359375	0.543307087	0.0328125
C#6	85	48.696875	0.141732283	0.0484375
B4	71	48.721875	0.614173228	0.0328125
E6	88	48.8484375	0.68503937	0.034375
A#4	70	48.8578125	0.464566929	0.1109375
E5	76	48.859375	0.559055118	0.0328125
C#4	61	48.8671875	0.440944882	0.134375
D#6	87	48.9609375	0.57480315	0.0296875
A#5	82	48.9625	0.566929134	0.0328125
C#5	73	49.078125	0.645669291	0.0296875
C#6	85	49.0875	0.566929134	0.0328125
B5	83	49.184375	0.755905512	0.0265625
E5	76	49.190625	0.472440945	0.0359375
D4	62	49.3	0.307086614	0.0484375
F4	65	49.303125	0.236220472	0.0453125
B4	71	49.3046875	0.503937008	0.0421875
A#5	82	49.3140625	0.251968504	0.0578125
G#5	80	49.3953125	0.566929134	0.075
F5	77	49.4015625	0.196850394	0.0484375
A#4	70	49.5140625	0.472440945	0.0359375
G5	79	49.51875	0.559055118	0.0390625
G4	67	49.5296875	0.283464567	0.1515625
D#4	63	49.534375	0.307086614	0.1359375
A#5	82	49.6140625	0.488188976	0.0453125
D#5	75	49.6265625	0.346456693	0.0421875
G5	79	49.7234375	0.480314961	0.05625
B5	83	49.7359375	0.559055118	0.0375
D#5	75	49.8328125	0.307086614	0.05
A#5	82	49.8328125	0.377952756	0.0515625
D5	74	49.940625	0.480314961	0.0359375
D6	86	50.040625	0.677165354	0.0265625
D#5	75	50.159375	0.590551181	0.0390625
D#6	87	50.2640625	0.440944882	0.03125
D#7	99	50.38125	0.362204724	0.0359375
D#5	75	50.3875	0.42519685	0.0421875
G4	67	50.39375	0.362204724	0.046875
C#7	97	50.4078125	0.196850394	0.0546875
D#6	87	50.4625	0.448818898	0.046875
D#7	99	50.5984375	0.503937008	0.0375
F5	77	50.603125	0.37007874	0.05625
G#4	68	50.609375	0.220472441	0.065625
D6	86	50.6859375	0.338582677	0.0421875
G5	79	50.796875	0.598425197	0.05625
D#7	99	50.7984375	0.582677165	0.0359375
A#4	70	50.803125	0.42519685	0.0578125
C#6	85	50.8875	0.57480315	0.0484375
D#7	99	51.0078125	0.622047244	0.0375
A#4	70	51.01015625	0.480314961	0.03984375
G5	79	51.01015625	0.582677165	0.04140625
C#6	85	51.0921875	0.622047244	0.04453125
G#5	80	51.2046875	0.614173228	0.0328125
D#7	99	51.2078125	0.677165354	0.05
B4	71	51.2171875	0.464566929	0.040625
B5	83	51.303125	0.755905512	0.028125
E7	100	51.415625	0.692913386	0.0265625
E6	88	51.41875	0.543307087	0.0359375
A5	81	51.4359375	0.503937008	0.059375
C#5	73	51.4421875	0.322834646	0.0984375
D#7	99	51.5171875	0.57480315	0.0265625
A6	93	51.51953125	0.503937008	0.03515625
C#6	85	51.63125	0.653543307	0.0296875
C#7	97	51.64375	0.433070866	0.034375
E6	88	51.73125	0.527559055	0.0484375
B6	95	51.73125	0.551181102	0.03125
B5	83	51.846875	0.795275591	0.0453125
A6	93	51.8484375	0.527559055	0.053125
F5	77	51.8578125	0.338582677	0.0390625
D5	74	51.8671875	0.283464567	0.046875
G#6	92	51.9578125	0.543307087	0.0515625
F6	89	51.965625	0.448818898	0.0375
A#5	82	52.0703125	0.472440945	0.0390625
G6	91	52.078125	0.551181102	0.0578125
G5	79	52.0828125	0.409448819	0.0625
D#5	75	52.084375	0.299212598	0.046875
A#6	94	52.190625	0.409448819	0.109375
D#6	87	52.20625	0.275590551	0.040625
D5	74	52.3140625	0.480314961	0.034375
D6	86	52.40859375	0.496062992	0.04296875
D#5	75	52.5140625	0.433070866	0.0515625
D#6	87	52.6125	0.488188976	0.0546875
D#7	99	52.725	0.527559055	0.0875
D#6	87	52.8234375	0.417322835	0.046875
D#5	75	52.934375	0.472440945	0.046875
D#6	87	53.0390625	0.31496063	0.0578125
E5	76	53.1671875	0.354330709	0.0421875
E6	88	53.2734375	0.37007874	0.0453125
D#7	99	53.375	0.433070866	0.084375
D#6	87	53.4765625	0.401574803	0.05
E5	76	53.5828125	0.346456693	0.05625
E6	88	53.684375	0.267716535	0.0484375
F5	77	53.8078125	0.283464567	0.0390625
F6	89	53.9109375	0.251968504	0.0578125
D#7	99	54.0125	0.409448819	0.065625
D#6	87	54.1171875	0.346456693	0.046875
F#5	78	54.2234375	0.354330709	0.0484375
F#6	90	54.328125	0.42519685	0.0578125
D#7	99	54.4546875	0.496062992	0.1015625
D#6	87	54.5578125	0.42519685	0.0453125
G5	79	54.659375	0.464566929	0.0515625
G6	91	54.7734375	0.433070866	0.0421875
D#7	99	54.884375	0.511811024	0.0890625
D#6	87	55.01875	0.196850394	0.05625
G#5	80	55.08125	0.385826772	0.0515625
G#6	92	55.1859375	0.456692913	0.0375
D#7	99	55.3296875	0.598425197	0.08125
A5	81	55.440625	0.496062992	0.084375
D#7	99	55.571875	0.606299213	0.0703125
A#5	82	55.6640625	0.503937008	0.0703125
D#7	99	55.775	0.637795276	0.0796875
B5	83	55.865625	0.771653543	0.1171875
D#7	99	55.9734375	0.637795276	0.090625
C6	84	56.0859375	0.622047244	0.0796875
D#7	99	56.184375	0.614173228	0.084375
C#6	85	56.296875	0.488188976	0.04375
D#7	99	56.4015625	0.535433071	0.05625
D6	86	56.4953125	0.496062992	0.053125
D#7	99	56.634375	0.511811024	0.1140625
D#6	87	56.74375	0.37007874	0.0984375
D#7	99	56.8765625	0.401574803	0.05625
D#6	87	56.9796875	0.307086614	0.053125
D#7	99	57.1	0.362204724	0.0484375
D#6	87	57.2015625	0.307086614	0.053125
D#7	99	57.3234375	0.37007874	0.0578125
D#6	87	57.4296875	0.322834646	0.05
D#7	99	57.540625	0.362204724	0.0484375
D#6	87	57.6375	0.275590551	0.0546875
D#7	99	57.759375	0.401574803	0.071875
D#6	87	57.85625	0.338582677	0.0578125
D#7	99	57.9703125	0.511811024	0.028125
D#6	87	58.09375	0.409448819	0.0546875
D#5	75	58.2296875	0.409448819	0.0390625
D#6	87	58.3328125	0.346456693	0.0375
D#7	99	58.4578125	0.511811024	0.0296875
D#6	87	58.559375	0.496062992	0.0671875
D#5	75	58.7125	0.385826772	0.0359375
D#6	87	58.8265625	0.291338583	0.0390625
D#7	99	58.9421875	0.385826772	0.0359375
D#6	87	59.0546875	0.338582677	0.0421875
D#5	75	59.1796875	0.251968504	0.0546875
D#4	63	59.184375	0.338582677	0.0625
D#6	87	59.26875	0.377952756	0.0359375
D#5	75	59.39453125	0.606299213	0.04921875
D#7	99	59.4	0.433070866	0.0359375
D#6	87	59.5125	0.354330709	0.0703125
D#5	75	59.628125	0.551181102	0.034375
D#6	87	59.721875	0.409448819	0.0359375
C#5	73	59.8484375	0.362204724	0.0421875
D#7	99	59.865625	0.133858268	0.0453125
D#6	87	59.9390625	0.448818898	0.11875
G#3	56	59.9875	0.275590551	0.05625
B4	71	60.0640625	0.653543307	0.0421875
D#5	75	60.0640625	0.448818898	0.0328125
D#6	87	60.175	0.417322835	0.034375
D#7	99	60.2859375	0.535433071	0.028125
B4	71	60.3	0.614173228	0.053125
D#6	87	60.39375	0.527559055	0.0734375
D#5	75	60.50625	0.519685039	0.0359375
A#4	70	60.50859375	0.496062992	0.06484375
D#6	87	60.6109375	0.511811024	0.03125
G#4	68	60.7140625	0.448818898	0.0578125
B3	59	60.7328125	0.362204724	0.04140625
D#7	99	60.746875	0.165354331	0.05
D#6	87	60.83125	0.448818898	0.0640625
G4	67	60.9375	0.551181102	0.04375
D#5	75	60.94375	0.456692913	0.0375
D#6	87	61.0484375	0.409448819	0.034375
G#4	68	61.1546875	0.377952756	0.053125
D#7	99	61.1578125	0.527559055	0.028125
D#6	87	61.2609375	0.456692913	0.09375
A#4	70	61.375	0.503937008	0.1546875
D#5	75	61.375	0.535433071	0.0359375
G4	67	61.390625	0.31496063	0.08125
D#6	87	61.4703125	0.440944882	0.0375
D#7	99	61.596875	0.527559055	0.028125
D#4	63	61.6046875	0.488188976	0.03125
D#6	87	61.7046875	0.496062992	0.0796875
D#4	63	61.815625	0.590551181	0.0515625
D#5	75	61.825	0.480314961	0.0359375
D#6	87	61.925	0.472440945	0.0296875
E4	64	62.040625	0.653543307	0.090625
D#7	99	62.0453125	0.433070866	0.034375
G3	55	62.0484375	0.527559055	0.040625
D#6	87	62.1484375	0.448818898	0.1
D#5	75	62.2640625	0.433070866	0.0375
D#4	63	62.2703125	0.535433071	0.0703125
D#6	87	62.3671875	0.456692913	0.0328125
D#7	99	62.4859375	0.456692913	0.0328125
C#4	61	62.4921875	0.511811024	0.0390625
D#6	87	62.5828125	0.464566929	0.10625
B3	59	62.7	0.37007874	0.0546875
D#5	75	62.70390625	0.433070866	0.04140625
G#3	56	62.7078125	0.31496063	0.0796875
D#6	87	62.809375	0.417322835	0.0328125
D#7	99	62.9203125	0.472440945	0.03125
B3	59	62.928125	0.653543307	0.0890625
D#6	87	63.0171875	0.456692913	0.109375
A#3	58	63.134375	0.519685039	0.0953125
D#5	75	63.14375	0.480314961	0.0390625
D#6	87	63.2390625	0.527559055	0.0328125
G#3	56	63.359375	0.472440945	0.1015625
D#7	99	63.3625	0.377952756	0.0375
E3	52	63.3828125	0.409448819	0.0515625
D#6	87	63.4609375	0.440944882	0.0671875
D#5	75	63.5828125	0.409448819	0.0390625
G3	55	63.5890625	0.527559055	0.0421875
D#6	87	63.690625	0.42519685	0.0328125
G#3	56	63.7984375	0.42519685	0.0703125
D#7	99	63.8140625	0.362204724	0.0390625
D#6	87	63.903125	0.488188976	0.096875
A#3	58	64.021875	0.31496063	0.2
D#5	75	64.05	0.31496063	0.0453125
G3	55	64.0703125	0.267716535	0.0578125
D#6	87	64.1640625	0.267716535	0.0421875
D#3	51	64.38125	0.338582677	0.0484375
D#6	87	64.4296875	0.456692913	0.046875
D#5	75	64.5578125	0.503937008	0.0375
D#6	87	64.671875	0.456692913	0.03125
D#4	63	64.6796875	0.496062992	0.05
D#7	99	64.7765625	0.551181102	0.0265625
D#5	75	64.79375	0.622047244	0.0734375
D#6	87	64.8828125	0.480314961	0.103125
D#5	75	65.009375	0.614173228	0.0390625
D#6	87	65.10625	0.519685039	0.0375
C#5	73	65.2328125	0.488188976	0.03203125
D#7	99	65.2328125	0.519685039	0.0296875
D#6	87	65.33125	0.472440945	0.1171875
G#3	56	65.3609375	0.559055118	0.05625
B4	71	65.465625	0.716535433	0.0828125
D#5	75	65.4671875	0.464566929	0.034375
D#6	87	65.5703125	0.393700787	0.0375
D#7	99	65.6890625	0.535433071	0.028125
B4	71	65.6921875	0.748031496	0.0703125
D#6	87	65.803125	0.409448819	0.09375
A#4	70	65.9046875	0.551181102	0.05
D#5	75	65.9125	0.448818898	0.0328125
D#6	87	66.009375	0.527559055	0.0328125
G#4	68	66.1296875	0.448818898	0.053125
D#7	99	66.1375	0.362204724	0.0390625
B3	59	66.140625	0.362204724	0.03828125
D#6	87	66.2328125	0.503937008	0.1015625
G4	67	66.3578125	0.472440945	0.040625
D#5	75	66.3578125	0.472440945	0.0328125
D#6	87	66.45625	0.456692913	0.034375
G#4	68	66.5765625	0.37007874	0.0484375
D#7	99	66.57890625	0.551181102	0.02578125
D#6	87	66.684375	0.456692913	0.1015625
A#4	70	66.7859375	0.330708661	0.140625
D#5	75	66.8125	0.346456693	0.0421875
G4	67	66.8203125	0.173228346	0.075
D#6	87	66.9078125	0.409448819	0.0375
D#4	63	67.034375	0.322834646	0.0640625
D#7	99	67.05	0.37007874	0.0375
D#6	87	67.1609375	0.472440945	0.046875
D#5	75	67.2734375	0.511811024	0.078125
D#6	87	67.38125	0.377952756	0.0609375
A#4	70	67.4765625	0.535433071	0.040625
C#4	61	67.48125	0.57480315	0.0546875
E5	76	67.48125	0.543307087	0.0546875
G#4	68	67.484375	0.448818898	0.03515625
D#6	87	67.6046875	0.330708661	0.0609375
D#5	75	67.6890625	0.519685039	0.078125
A#4	70	67.69140625	0.488188976	0.03828125
G#4	68	67.7046875	0.37007874	0.0390625
D#4	63	67.7140625	0.346456693	0.040625
D#6	87	67.79375	0.346456693	0.0484375
A#4	70	67.89375	0.464566929	0.04453125
C#5	73	67.89375	0.503937008	0.0421875
E4	64	67.9171875	0.330708661	0.0390625
G#4	68	67.9203125	0.275590551	0.0484375
D#6	87	68.015625	0.283464567	0.05
D#5	75	68.128125	0.503937008	0.08125
B4	71	68.1375	0.377952756	0.13125
D#4	63	68.1515625	0.244094488	0.1015625
G#4	68	68.1578125	0.196850394	0.1421875
D#6	87	68.2625	0.330708661	0.0921875
G#5	80	68.3734375	0.480314961	0.0484375
B5	83	68.4875	0.700787402	0.0296875
D#6	87	68.6046875	0.57480315	0.078125
D#7	99	68.715625	0.598425197	0.025
D#5	75	68.878125	0.409448819	0.1171875
C#5	73	68.8953125	0.244094488	0.15703125
D#4	63	68.9234375	0.173228346	0.1921875
G4	67	68.9328125	0.188976378	0.1453125
D#6	87	69.003125	0.37007874	0.046875
G5	79	69.1265625	0.409448819	0.046875
A#5	82	69.2265625	0.42519685	0.034375
D#6	87	69.359375	0.37007874	0.053125
D#7	99	69.4953125	0.322834646	0.046875
G#3	56	69.6078125	0.244094488	0.0703125
D#4	63	69.746875	0.244094488	0.065625
B4	71	69.875	0.42519685	0.0375
G#5	80	70.0109375	0.456692913	0.0578125
D#5	75	70.140625	0.385826772	0.0375
D#6	87	70.24375	0.338582677	0.0359375
D#6	87	70.3203125	0.496062992	0.0515625
D#6	87	70.4203125	0.511811024	0.034375
D#6	87	70.490625	0.606299213	0.0640625
D#7	99	70.590625	0.472440945	0.0296875
D#6	87	70.6953125	0.535433071	0.03125
D#6	87	70.7796875	0.322834646	0.0515625
D#7	99	70.8359375	0.448818898	0.0296875
C#6	85	70.9390625	0.511811024	0.0296875
C#6	85	71.0171875	0.42519685	0.0546875
C#7	97	71.121875	0.173228346	0.053125
B5	83	71.215625	0.748031496	0.03125
G#2	44	71.228125	0.196850394	0.08125
B5	83	71.3	0.614173228	0.046875
B6	95	71.40625	0.330708661	0.0453125
B5	83	71.525	0.669291339	0.03125
B3	59	71.5359375	0.196850394	0.053125
D#3	51	71.5671875	0.015748031	0.0546875
B5	83	71.603125	0.669291339	0.0390625
B6	95	71.675	0.559055118	0.03125
A#5	82	71.784375	0.535433071	0.0296875
D#3	51	71.78671875	0.251968504	0.06171875
B3	59	71.790625	0.236220472	0.0515625
A#5	82	71.8546875	0.511811024	0.0546875
A#6	94	71.925	0.401574803	0.0359375
G#5	80	72.034375	0.417322835	0.0375
B2	47	72.0359375	0.283464567	0.059375
G#5	80	72.1171875	0.440944882	0.0359375
G#6	92	72.190625	0.251968504	0.0578125
D#4	63	72.2765625	0.299212598	0.0546875
G#3	56	72.2875	0.251968504	0.0546875
G5	79	72.2890625	0.566929134	0.0359375
G5	79	72.3859375	0.362204724	0.05625
G6	91	72.453125	0.31496063	0.05625
D#4	63	72.5234375	0.37007874	0.046875
G#5	80	72.528125	0.622047244	0.028125
G#3	56	72.5375	0.244094488	0.0546875
G#5	80	72.6109375	0.433070866	0.046875
G#6	92	72.6765625	0.440944882	0.0359375
D#3	51	72.7640625	0.354330709	0.0484375
A#5	82	72.7828125	0.464566929	0.034375
A#5	82	72.8546875	0.519685039	0.0625
A#6	94	72.9265625	0.472440945	0.0296875
A#3	58	73.05625	0.149606299	0.0828125
G4	67	73.059375	0.204724409	0.0609375
D#5	75	73.059375	0.543307087	0.028125
D#5	75	73.128125	0.488188976	0.046875
D#6	87	73.1984375	0.433070866	0.0328125
D#5	75	73.3015625	0.535433071	0.0296875
A#3	58	73.309375	0.244094488	0.0625
G4	67	73.3140625	0.267716535	0.05625
D#5	75	73.3796875	0.401574803	0.0515625
D#6	87	73.440625	0.464566929	0.034375
E5	76	73.55625	0.535433071	0.0296875
G3	55	73.5578125	0.251968504	0.0515625
E5	76	73.6265625	0.480314961	0.04375
E6	88	73.696875	0.543307087	0.0328125
D#5	75	73.8015625	0.614173228	0.028125
A#4	70	73.8109375	0.212598425	0.0515625
D#4	63	73.8359375	0.188976378	0.05
D#5	75	73.871875	0.543307087	0.06328125
D#6	87	73.9328125	0.519685039	0.028125
A#4	70	74.0234375	0.338582677	0.0453125
C#5	73	74.034375	0.559055118	0.0265625
D#4	63	74.0421875	0.385826772	0.0359375
C#5	73	74.109375	0.409448819	0.05625
C#6	85	74.1671875	0.543307087	0.028125
B4	71	74.2828125	0.590551181	0.0328125
G#3	56	74.2984375	0.283464567	0.0890625
B4	71	74.35625	0.68503937	0.03359375
B5	83	74.425	0.74015748	0.028125
B4	71	74.5203125	0.62992126	0.03125
G#4	68	74.5296875	0.283464567	0.0453125
D#4	63	74.5578125	0.228346457	0.0484375
B4	71	74.5890625	0.692913386	0.05625
B5	83	74.6609375	0.732283465	0.028125
G#4	68	74.746875	0.42519685	0.0359375
A#4	70	74.7640625	0.566929134	0.0296875
D#4	63	74.7875	0.118110236	0.0453125
A#4	70	74.8296875	0.527559055	0.059375
A#5	82	74.8953125	0.519685039	0.03125
B3	59	74.9828125	0.322834646	0.071875
G#4	68	75	0.551181102	0.0296875
G#4	68	75.0625	0.590551181	0.084375
G#5	80	75.1453125	0.37007874	0.0390625
F4	65	75.2375	0.283464567	0.0421875
G4	67	75.23984375	0.614173228	0.03203125
D4	62	75.24375	0.330708661	0.0421875
G4	67	75.3140625	0.527559055	0.0375
G5	79	75.390625	0.267716535	0.053125
F4	65	75.453125	0.338582677	0.0375
D4	62	75.4578125	0.42519685	0.0375
G#4	68	75.53125	0.582677165	0.04375
G#5	80	75.615625	0.440944882	0.0359375
D#3	51	75.703125	0.362204724	0.109375
A#4	70	75.703125	0.551181102	0.03125
A#4	70	75.784375	0.354330709	0.0578125
A#5	82	75.853125	0.409448819	0.0359375
A#3	58	75.9328125	0.377952756	0.040625
D#4	63	75.9328125	0.527559055	0.03125
G4	67	75.93515625	0.330708661	0.05546875
D#4	63	76.0328125	0.393700787	0.0359375
D#5	75	76.13125	0.267716535	0.0875
D#5	75	76.25625	0.677165354	0.034375
D#6	87	76.3390625	0.385826772	0.040625
D#6	87	76.4234375	0.62992126	0.1296875
D#7	99	76.578125	0.590551181	0.028125
D#6	87	76.6890625	0.57480315	0.0265625
D#6	87	76.7671875	0.354330709	0.0765625
D#7	99	76.85625	0.496062992	0.0296875
C#6	85	76.965625	0.57480315	0.028125
C#6	85	77.053125	0.307086614	0.04375
C#7	97	77.1265625	0.409448819	0.0328125
G#2	44	77.2515625	0.291338583	0.0765625
B5	83	77.259375	0.700787402	0.0296875
B5	83	77.3375	0.645669291	0.0609375
B6	95	77.4609375	0.173228346	0.0515625
B5	83	77.5609375	0.622047244	0.0328125
B3	59	77.5625	0.220472441	0.05
D#3	51	77.5640625	0.133858268	0.0765625
B5	83	77.6703125	0.133858268	0.034375
B6	95	77.696875	0.488188976	0.0328125
A#5	82	77.8015625	0.519685039	0.03125
D#3	51	77.809375	0.275590551	0.06875
B3	59	77.8140625	0.236220472	0.05
A#5	82	77.8796875	0.401574803	0.05625
A#6	94	77.9484375	0.433070866	0.0328125
B2	47	78.059375	0.299212598	0.0734375
G#5	80	78.06171875	0.535433071	0.02890625
G#5	80	78.1265625	0.598425197	0.05
G#6	92	78.2046875	0.433070866	0.0359375
D#4	63	78.303125	0.322834646	0.046875
G5	79	78.3125	0.661417323	0.0296875
G#3	56	78.31875	0.228346457	0.05625
G5	79	78.378125	0.692913386	0.05
G6	91	78.45625	0.480314961	0.0359375
D#4	63	78.5375	0.409448819	0.0453125
G#5	80	78.53984375	0.62992126	0.03046875
G#3	56	78.55625	0.267716535	0.0484375
G#5	80	78.6109375	0.598425197	0.08125
G#6	92	78.696875	0.42519685	0.0375
D#3	51	78.7765625	0.37007874	0.046875
A#5	82	78.7875	0.551181102	0.028125
A#5	82	78.8625	0.417322835	0.059375
A#6	94	78.9296875	0.456692913	0.03125
G4	67	79.05	0.299212598	0.053125
A#3	58	79.0578125	0.196850394	0.05625
D#5	75	79.0640625	0.535433071	0.0296875
D#5	75	79.1359375	0.472440945	0.0515625
D#6	87	79.2125	0.456692913	0.034375
D#5	75	79.3140625	0.551181102	0.03125
A#4	70	79.315625	0.377952756	0.0609375
G4	67	79.3296875	0.322834646	0.06875
D#5	75	79.3890625	0.488188976	0.0703125
D#6	87	79.465625	0.448818898	0.0328125
G#4	68	79.5640625	0.346456693	0.171875
B4	71	79.565625	0.433070866	0.159375
E5	76	79.5796875	0.527559055	0.0328125
E5	76	79.65625	0.496062992	0.05625
E6	88	79.7375	0.519685039	0.03125
D#5	75	79.85	0.527559055	0.0296875
A#4	70	79.865625	0.409448819	0.128125
F#4	66	79.8796875	0.409448819	0.1703125
D#5	75	79.9203125	0.488188976	0.05
D#6	87	79.99375	0.488188976	0.0296875
C#5	73	80.1046875	0.527559055	0.0296875
G#4	68	80.1109375	0.362204724	0.078125
E4	64	80.1265625	0.385826772	0.0671875
C#5	73	80.1703125	0.566929134	0.0421875
C#6	85	80.2453125	0.456692913	0.034375
B4	71	80.3359375	0.480314961	0.18984375
D#4	63	80.3421875	0.37007874	0.2359375
G#4	68	80.3421875	0.330708661	0.2
D#5	75	80.3671875	0.519685039	0.03125
D#5	75	80.44375	0.472440945	0.0515625
D#6	87	80.5234375	0.42519685	0.0359375
E5	76	80.6375	0.496062992	0.0328125
E5	76	80.7265625	0.31496063	0.0484375
D#6	87	80.7921875	0.440944882	0.034375
F5	77	80.884375	0.622047244	0.0265625
F5	77	80.953125	0.559055118	0.0390625
D#6	87	81.0171875	0.464566929	0.0359375
F#5	78	81.1	0.645669291	0.028125
F#5	78	81.1671875	0.614173228	0.078125
D#6	87	81.24375	0.37007874	0.040625
G5	79	81.3234375	0.645669291	0.03125
G5	79	81.4	0.590551181	0.03359375
D#6	87	81.46875	0.480314961	0.0328125
G#5	80	81.5328125	0.622047244	0.0296875
G#5	80	81.6015625	0.582677165	0.065625
D#6	87	81.6859375	0.283464567	0.046875
A5	81	81.7484375	0.606299213	0.03125
D#3	51	81.7765625	0.236220472	0.0578125
A5	81	81.825	0.527559055	0.0375
C#4	61	81.8625	0.188976378	0.071875
D#6	87	81.9	0.472440945	0.034375
G4	67	81.9796875	0.212598425	0.084375
A#5	82	81.9796875	0.448818898	0.0359375
A#5	82	82.0578125	0.472440945	0.0359375
D#6	87	82.146875	0.275590551	0.0453125
B5	83	82.2171875	0.68503937	0.0296875
B5	83	82.290625	0.724409449	0.053125
D#6	87	82.384375	0.385826772	0.046875
C6	84	82.4734375	0.535433071	0.0328125
C6	84	82.571875	0.196850394	0.05
D#6	87	82.628125	0.401574803	0.0359375
C#6	85	82.6984375	0.417322835	0.0359375
C#6	85	82.784375	0.377952756	0.040625
D#6	87	82.85625	0.393700787	0.0421875
D6	86	82.9359375	0.409448819	0.0453125
D6	86	83.0359375	0.236220472	0.05390625
D#6	87	83.0875	0.503937008	0.03125
G#2	44	83.153125	0.307086614	0.05625
D#6	87	83.1765625	0.338582677	0.0359375
D#3	51	83.234375	0.204724409	0.0703125
D#6	87	83.253125	0.519685039	0.0375
B3	59	83.325	0.299212598	0.040625
D#7	99	83.340625	0.362204724	0.0359375
E6	88	83.44375	0.472440945	0.034375
G#4	68	83.5	0.196850394	1.5890625
E6	88	83.528125	0.31496063	0.053125
D#7	99	83.6109375	0.385826772	0.0359375
F6	89	83.7171875	0.354330709	0.05
D#7	99	83.8734375	0.330708661	0.0390625
F#6	90	83.946875	0.511811024	0.034375
F#6	90	84.0359375	0.346456693	0.059375
D#7	99	84.13125	0.307086614	0.0421875
G6	91	84.215625	0.42519685	0.040625
G6	91	84.3	0.496062992	0.0421875
G#6	92	84.5015625	0.417322835	0.0390625
G#6	92	84.60625	0.212598425	0.059375
D#7	99	84.7828125	0.204724409	0.0453125
B4	71	85.8359375	0.456692913	0.1671875
G#4	68	85.840625	0.322834646	0.159375
A#4	70	86.0203125	0.409448819	0.0734375
G4	67	86.0359375	0.440944882	0.05
A4	69	86.1984375	0.448818898	0.0453125
B4	71	86.1984375	0.582677165	0.05
F#4	66	86.2046875	0.440944882	0.0390625
G#4	68	86.3546875	0.456692913	0.0484375
B4	71	86.359375	0.566929134	0.040625
F4	65	86.3625	0.488188976	0.034375
B4	71	86.4828125	0.582677165	0.0546875
G4	67	86.48515625	0.551181102	0.03984375
E4	64	86.4953125	0.559055118	0.0328125
B4	71	86.6140625	0.488188976	0.05625
D#4	63	86.6171875	0.57480315	0.0296875
F#4	66	86.6171875	0.480314961	0.0375
F4	65	86.7625	0.354330709	0.04375
D4	62	86.7640625	0.417322835	0.0375
B4	71	86.7671875	0.401574803	0.0453125
C#4	61	86.9265625	0.346456693	0.04375
B4	71	86.9265625	0.283464567	0.046875
E4	64	86.940625	0.236220472	0.0484375
C#5	73	87.0890625	0.488188976	0.096875
B4	71	87.1640625	0.543307087	0.0546875
A#4	70	87.228125	0.464566929	0.071875
B4	71	87.3234375	0.42519685	0.0453125
D#4	63	87.4125	0.322834646	0.0546875
F#4	66	87.4125	0.385826772	0.0390625
B3	59	87.434375	0.133858268	0.0546875
F#5	78	87.5140625	0.488188976	0.0421875
F#5	78	87.5890625	0.472440945	0.028125
F#5	78	87.6671875	0.433070866	0.0515625
F#4	66	87.7375	0.25984252	0.07578125
F#3	54	87.7515625	0.236220472	0.059375
B4	71	87.753125	0.472440945	0.0390625
D#4	63	87.7625	0.25984252	0.0484375
B5	83	87.8234375	0.716535433	0.0296875
B5	83	87.890625	0.811023622	0.0359375
B5	83	87.9734375	0.811023622	0.028125
C#5	73	88.0921875	0.598425197	0.04375
C#6	85	88.18125	0.496062992	0.0328125
C#6	85	88.2484375	0.669291339	0.0375
C#6	85	88.3390625	0.503937008	0.040625
F#5	78	88.4171875	0.57480315	0.0375
A#3	58	88.440625	0.204724409	0.0640625
E4	64	88.4484375	0.283464567	0.0484375
F#6	90	88.5140625	0.488188976	0.0359375
F#6	90	88.5875	0.614173228	0.0296875
F#6	90	88.6609375	0.503937008	0.05625
F#4	66	88.7265625	0.322834646	0.0453125
A#3	58	88.74375	0.244094488	0.0515625
C#6	85	88.75	0.590551181	0.0828125
F#3	54	88.7515625	0.244094488	0.05
F#6	90	88.834375	0.299212598	0.05546875
C#7	97	88.8375	0.503937008	0.0296875
F#6	90	88.92578125	0.299212598	0.11015625
C#7	97	88.9265625	0.299212598	0.1296875
D#6	87	89.0546875	0.433070866	0.0453125
B2	47	89.0609375	0.275590551	0.1375
F#6	90	89.16875	0.31496063	0.046875
D#7	99	89.18125	0.283464567	0.04375
F#6	90	89.275	0.25984252	0.053125
D#7	99	89.28125	0.433070866	0.040625
B5	83	89.5	0.598425197	0.0546875
D#4	63	89.5046875	0.181102362	0.090625
F#3	54	89.5109375	0.196850394	0.06875
D#5	75	90.046875	0.653543307	0.2171875
B4	71	90.0578125	0.559055118	0.1984375
D5	74	90.2328125	0.692913386	0.0734375
A#4	70	90.3953125	0.503937008	0.0421875
C#5	73	90.396875	0.590551181	0.059375
D#5	75	90.4015625	0.614173228	0.0546875
D#5	75	90.5375	0.527559055	0.0828125
C5	72	90.5421875	0.598425197	0.05703125
A4	69	90.546875	0.519685039	0.05
D#5	75	90.6765625	0.535433071	0.0859375
